,SrcWell,Destination Well,Volume
100,B1,J3,2.5
101,A1,J3,997.5
102,B1,J4,2.5
103,A1,J4,997.5
104,B1,K3,22.5
105,A1,K3,977.5
106,B1,K4,22.5
107,A1,K4,977.5
108,B1,L3,77.5
109,A1,L3,922.5
110,B1,L4,77.5
111,A1,L4,922.5
112,B1,M3,187.5
113,A1,M3,812.5
114,B1,M4,187.5
115,A1,M4,812.5
116,B1,N3,365.0
117,A1,N3,635.0
118,B1,N4,365.0
119,A1,N4,635.0
120,B1,O3,630.0
121,A2,O3,370.0
122,B1,O4,630.0
123,A2,O4,370.0
124,B1,P3,1000.0
126,B1,P4,1000.0
129,A2,A5,1000.0
131,A2,A6,1000.0
132,B1,B5,2.5
133,A2,B5,997.5
134,B1,B6,2.5
135,A2,B6,997.5
136,B1,C5,22.5
137,A2,C5,977.5
138,B1,C6,22.5
139,A2,C6,977.5
140,B1,D5,77.5
141,A2,D5,922.5
142,B1,D6,77.5
143,A2,D6,922.5
144,B1,E5,187.5
145,A2,E5,812.5
146,B1,E6,187.5
147,A2,E6,812.5
148,B1,F5,365.0
149,A2,F5,635.0
150,B1,F6,365.0
151,A2,F6,635.0
152,B1,G5,630.0
153,A2,G5,370.0
154,B1,G6,630.0
155,A2,G6,370.0
156,B1,H5,1000.0
158,B1,H6,1000.0
161,A2,I5,1000.0
163,A2,I6,1000.0
164,B1,J5,2.5
165,A2,J5,997.5
166,B1,J6,2.5
167,A2,J6,997.5
168,B1,K5,22.5
169,A2,K5,977.5
170,B1,K6,22.5
171,A2,K6,977.5
172,B1,L5,77.5
173,A2,L5,922.5
174,B1,L6,77.5
175,A2,L6,922.5
176,B1,M5,187.5
177,A2,M5,812.5
178,B1,M6,187.5
179,A2,M6,812.5
180,B1,N5,365.0
181,A2,N5,635.0
182,B1,N6,365.0
183,A2,N6,635.0
184,B1,O5,630.0
185,A2,O5,370.0
186,B1,O6,630.0
187,A2,O6,370.0
188,B1,P5,1000.0
190,B1,P6,1000.0
193,A2,A7,1000.0
195,A2,A8,1000.0
196,B1,B7,2.5
197,A2,B7,997.5
198,B1,B8,2.5
199,A2,B8,997.5
200,B1,C7,22.5
201,A2,C7,977.5
202,B1,C8,22.5
203,A2,C8,977.5
204,B1,D7,77.5
205,A2,D7,922.5
206,B1,D8,77.5
207,A2,D8,922.5
208,B1,E7,187.5
209,A2,E7,812.5
210,B1,E8,187.5
211,A2,E8,812.5
212,B1,F7,365.0
213,A2,F7,635.0
214,B1,F8,365.0
215,A2,F8,635.0
216,B1,G7,630.0
217,A2,G7,370.0
218,B1,G8,630.0
219,A2,G8,370.0
220,B1,H7,1000.0
222,B1,H8,1000.0
225,A2,I7,1000.0
227,A2,I8,1000.0
228,B1,J7,2.5
229,A2,J7,997.5
230,B1,J8,2.5
231,A2,J8,997.5
232,B1,K7,22.5
233,A2,K7,977.5
234,B1,K8,22.5
235,A2,K8,977.5
236,B1,L7,77.5
237,A2,L7,922.5
238,B1,L8,77.5
239,A2,L8,922.5
240,B1,M7,187.5
241,A2,M7,812.5
242,B1,M8,187.5
243,A2,M8,812.5
244,B1,N7,365.0
245,A3,N7,635.0
246,B1,N8,365.0
247,A3,N8,635.0
248,B1,O7,630.0
249,A3,O7,370.0
250,B1,O8,630.0
251,A3,O8,370.0
252,B1,P7,1000.0
254,B1,P8,1000.0
257,A3,A9,1000.0
259,A3,A10,1000.0
260,B1,B9,2.5
261,A3,B9,997.5
262,B1,B10,2.5
263,A3,B10,997.5
264,B1,C9,22.5
265,A3,C9,977.5
266,B1,C10,22.5
267,A3,C10,977.5
268,B1,D9,77.5
269,A3,D9,922.5
270,B1,D10,77.5
271,A3,D10,922.5
272,B1,E9,187.5
273,A3,E9,812.5
274,B1,E10,187.5
275,A3,E10,812.5
276,B1,F9,365.0
277,A3,F9,635.0
278,B1,F10,365.0
279,A3,F10,635.0
280,B1,G9,630.0
281,A3,G9,370.0
282,B1,G10,630.0
283,A3,G10,370.0
284,B1,H9,1000.0
286,B1,H10,1000.0
289,A3,I9,1000.0
291,A3,I10,1000.0
292,B1,J9,2.5
293,A3,J9,997.5
294,B1,J10,2.5
295,A3,J10,997.5
296,B1,K9,22.5
297,A3,K9,977.5
298,B1,K10,22.5
299,A3,K10,977.5
300,B1,L9,77.5
301,A3,L9,922.5
302,B1,L10,77.5
303,A3,L10,922.5
304,B1,M9,187.5
305,A3,M9,812.5
306,B1,M10,187.5
307,A3,M10,812.5
308,B1,N9,365.0
309,A3,N9,635.0
310,B1,N10,365.0
311,A3,N10,635.0
312,B1,O9,630.0
313,A3,O9,370.0
314,B1,O10,630.0
315,A3,O10,370.0
316,B1,P9,1000.0
318,B1,P10,1000.0
321,A3,A11,1000.0
323,A3,A12,1000.0
324,B2,B11,2.5
325,A3,B11,997.5
326,B2,B12,2.5
327,A3,B12,997.5
328,B2,C11,22.5
329,A3,C11,977.5
330,B2,C12,22.5
331,A3,C12,977.5
332,B2,D11,77.5
333,A3,D11,922.5
334,B2,D12,77.5
335,A3,D12,922.5
336,B2,E11,187.5
337,A3,E11,812.5
338,B2,E12,187.5
339,A3,E12,812.5
340,B2,F11,365.0
341,A3,F11,635.0
342,B2,F12,365.0
343,A3,F12,635.0
344,B2,G11,630.0
345,A3,G11,370.0
346,B2,G12,630.0
347,A3,G12,370.0
348,B2,H11,1000.0
350,B2,H12,1000.0
353,A3,I11,1000.0
355,A3,I12,1000.0
356,B2,J11,2.5
357,A3,J11,997.5
358,B2,J12,2.5
359,A3,J12,997.5
360,B2,K11,22.5
361,A3,K11,977.5
362,B2,K12,22.5
363,A3,K12,977.5
364,B2,L11,77.5
365,A3,L11,922.5
366,B2,L12,77.5
367,A3,L12,922.5
368,B2,M11,187.5
369,A3,M11,812.5
370,B2,M12,187.5
371,A3,M12,812.5
372,B2,N11,365.0
373,A4,N11,635.0
374,B2,N12,365.0
375,A4,N12,635.0
376,B2,O11,630.0
377,A4,O11,370.0
378,B2,O12,630.0
379,A4,O12,370.0
380,B2,P11,1000.0
382,B2,P12,1000.0
385,A4,A13,1000.0
387,A4,A14,1000.0
388,B2,B13,2.5
389,A4,B13,997.5
390,B2,B14,2.5
391,A4,B14,997.5
392,B2,C13,22.5
393,A4,C13,977.5
394,B2,C14,22.5
395,A4,C14,977.5
396,B2,D13,77.5
397,A4,D13,922.5
398,B2,D14,77.5
399,A4,D14,922.5
400,B2,E13,187.5
401,A4,E13,812.5
402,B2,E14,187.5
403,A4,E14,812.5
404,B2,F13,365.0
405,A4,F13,635.0
406,B2,F14,365.0
407,A4,F14,635.0
408,B2,G13,630.0
409,A4,G13,370.0
410,B2,G14,630.0
411,A4,G14,370.0
412,B2,H13,1000.0
414,B2,H14,1000.0
417,A4,I13,1000.0
419,A4,I14,1000.0
420,B2,J13,2.5
421,A4,J13,997.5
422,B2,J14,2.5
423,A4,J14,997.5
424,B2,K13,22.5
425,A4,K13,977.5
426,B2,K14,22.5
427,A4,K14,977.5
428,B2,L13,77.5
429,A4,L13,922.5
430,B2,L14,77.5
431,A4,L14,922.5
432,B2,M13,187.5
433,A4,M13,812.5
434,B2,M14,187.5
435,A4,M14,812.5
436,B2,N13,365.0
437,A4,N13,635.0
438,B2,N14,365.0
439,A4,N14,635.0
440,B2,O13,630.0
441,A4,O13,370.0
442,B2,O14,630.0
443,A4,O14,370.0
444,B2,P13,1000.0
446,B2,P14,1000.0
449,A4,A15,1000.0
451,A4,A16,1000.0
452,B2,B15,2.5
453,A4,B15,997.5
454,B2,B16,2.5
455,A4,B16,997.5
456,B2,C15,22.5
457,A4,C15,977.5
458,B2,C16,22.5
459,A4,C16,977.5
460,B2,D15,77.5
461,A4,D15,922.5
462,B2,D16,77.5
463,A4,D16,922.5
464,B2,E15,187.5
465,A4,E15,812.5
466,B2,E16,187.5
467,A4,E16,812.5
468,B2,F15,365.0
469,A4,F15,635.0
470,B2,F16,365.0
471,A4,F16,635.0
472,B2,G15,630.0
473,A4,G15,370.0
474,B2,G16,630.0
475,A4,G16,370.0
476,B2,H15,1000.0
478,B2,H16,1000.0
481,A4,I15,1000.0
483,A4,I16,1000.0
484,B2,J15,2.5
485,A4,J15,997.5
486,B2,J16,2.5
487,A4,J16,997.5
488,B2,K15,22.5
489,A4,K15,977.5
490,B2,K16,22.5
491,A4,K16,977.5
492,B2,L15,77.5
493,A4,L15,922.5
494,B2,L16,77.5
495,A4,L16,922.5
496,B2,M15,187.5
497,A4,M15,812.5
498,B2,M16,187.5
499,A4,M16,812.5
500,B2,N15,365.0
501,A5,N15,635.0
502,B2,N16,365.0
503,A5,N16,635.0
504,B2,O15,630.0
505,A5,O15,370.0
506,B2,O16,630.0
507,A5,O16,370.0
508,B2,P15,1000.0
510,B2,P16,1000.0
513,A5,A17,1500.0
515,A5,A18,1500.0
516,B2,B17,5.0
517,A5,B17,1495.0
518,B2,B18,5.0
519,A5,B18,1495.0
520,B2,C17,35.0
521,A5,C17,1465.0
522,B2,C18,35.0
523,A5,C18,1465.0
524,B2,D17,117.5
525,A5,D17,1382.5
526,B2,D18,117.5
527,A5,D18,1382.5
528,B2,E17,280.0
529,A5,E17,1220.0
530,B2,E18,280.0
531,A5,E18,1220.0
532,B2,F17,547.5
533,A5,F17,952.5
534,B2,F18,547.5
535,A5,F18,952.5
536,B2,G17,945.0
537,A5,G17,555.0
538,B2,G18,945.0
539,A5,G18,555.0
540,B2,H17,1500.0
542,B2,H18,1500.0
545,A5,I17,1500.0
547,A5,I18,1500.0
548,B2,J17,5.0
549,A5,J17,1495.0
550,B2,J18,5.0
551,A5,J18,1495.0
552,B2,K17,35.0
553,A5,K17,1465.0
554,B2,K18,35.0
555,A5,K18,1465.0
556,B2,L17,117.5
557,A5,L17,1382.5
558,B2,L18,117.5
559,A5,L18,1382.5
560,B2,M17,280.0
561,A5,M17,1220.0
562,B2,M18,280.0
563,A5,M18,1220.0
564,B2,N17,547.5
565,A5,N17,952.5
566,B2,N18,547.5
567,A5,N18,952.5
568,B2,O17,945.0
569,A5,O17,555.0
570,B2,O18,945.0
571,A5,O18,555.0
572,B2,P17,1500.0
574,B2,P18,1500.0
577,A6,A19,1500.0
579,A6,A20,1500.0
580,B3,B19,5.0
581,A6,B19,1495.0
582,B3,B20,5.0
583,A6,B20,1495.0
584,B3,C19,35.0
585,A6,C19,1465.0
586,B3,C20,35.0
587,A6,C20,1465.0
588,B3,D19,117.5
589,A6,D19,1382.5
590,B3,D20,117.5
591,A6,D20,1382.5
592,B3,E19,280.0
593,A6,E19,1220.0
594,B3,E20,280.0
595,A6,E20,1220.0
596,B3,F19,547.5
597,A6,F19,952.5
598,B3,F20,547.5
599,A6,F20,952.5
600,B3,G19,945.0
601,A6,G19,555.0
602,B3,G20,945.0
603,A6,G20,555.0
604,B3,H19,1500.0
606,B3,H20,1500.0
609,A6,I19,1500.0
611,A6,I20,1500.0
612,B3,J19,5.0
613,A6,J19,1495.0
614,B3,J20,5.0
615,A6,J20,1495.0
616,B3,K19,35.0
617,A6,K19,1465.0
618,B3,K20,35.0
619,A6,K20,1465.0
620,B3,L19,117.5
621,A6,L19,1382.5
622,B3,L20,117.5
623,A6,L20,1382.5
624,B3,M19,280.0
625,A6,M19,1220.0
626,B3,M20,280.0
627,A6,M20,1220.0
628,B3,N19,547.5
629,A6,N19,952.5
630,B3,N20,547.5
631,A6,N20,952.5
632,B3,O19,945.0
633,A6,O19,555.0
634,B3,O20,945.0
635,A6,O20,555.0
636,B3,P19,1500.0
638,B3,P20,1500.0
641,A6,A21,1500.0
643,A6,A22,1500.0
644,B3,B21,5.0
645,A6,B21,1495.0
646,B3,B22,5.0
647,A6,B22,1495.0
648,B3,C21,35.0
649,A6,C21,1465.0
650,B3,C22,35.0
651,A6,C22,1465.0
652,B3,D21,117.5
653,A7,D21,1382.5
654,B3,D22,117.5
655,A7,D22,1382.5
656,B3,E21,280.0
657,A7,E21,1220.0
658,B3,E22,280.0
659,A7,E22,1220.0
660,B3,F21,547.5
661,A7,F21,952.5
662,B3,F22,547.5
663,A7,F22,952.5
664,B3,G21,945.0
665,A7,G21,555.0
666,B3,G22,945.0
667,A7,G22,555.0
668,B3,H21,1500.0
670,B3,H22,1500.0
673,A7,I21,1500.0
675,A7,I22,1500.0
676,B3,J21,5.0
677,A7,J21,1495.0
678,B3,J22,5.0
679,A7,J22,1495.0
680,B3,K21,35.0
681,A7,K21,1465.0
682,B3,K22,35.0
683,A7,K22,1465.0
684,B3,L21,117.5
685,A7,L21,1382.5
686,B3,L22,117.5
687,A7,L22,1382.5
688,B3,M21,280.0
689,A7,M21,1220.0
690,B3,M22,280.0
691,A7,M22,1220.0
692,B3,N21,547.5
693,A7,N21,952.5
694,B3,N22,547.5
695,A7,N22,952.5
696,B3,O21,945.0
697,A7,O21,555.0
698,B3,O22,945.0
699,A7,O22,555.0
700,B3,P21,1500.0
702,B3,P22,1500.0
705,A7,A23,1500.0
707,A7,A24,1500.0
708,B3,B23,5.0
709,A7,B23,1495.0
710,B3,B24,5.0
711,A7,B24,1495.0
712,B3,C23,35.0
713,A7,C23,1465.0
714,B3,C24,35.0
715,A7,C24,1465.0
716,B3,D23,117.5
717,A7,D23,1382.5
718,B3,D24,117.5
719,A7,D24,1382.5
720,B3,E23,280.0
721,A7,E23,1220.0
722,B3,E24,280.0
723,A7,E24,1220.0
724,B3,F23,547.5
725,A7,F23,952.5
726,B3,F24,547.5
727,A7,F24,952.5
728,B3,G23,945.0
729,A7,G23,555.0
730,B3,G24,945.0
731,A7,G24,555.0
732,B3,H23,1500.0
734,B3,H24,1500.0
737,A7,I23,1500.0
739,A7,I24,1500.0
740,B3,J23,5.0
741,A7,J23,1495.0
742,B3,J24,5.0
743,A7,J24,1495.0
744,B3,K23,35.0
745,A7,K23,1465.0
746,B3,K24,35.0
747,A7,K24,1465.0
748,B3,L23,117.5
749,A7,L23,1382.5
750,B3,L24,117.5
751,A7,L24,1382.5
752,B3,M23,280.0
753,A7,M23,1220.0
754,B3,M24,280.0
755,A7,M24,1220.0
756,B3,N23,547.5
757,A8,N23,952.5
758,B3,N24,547.5
759,A8,N24,952.5
760,B3,O23,945.0
761,A8,O23,555.0
762,B3,O24,945.0
763,A8,O24,555.0
764,B3,P23,1500.0
766,B3,P24,1500.0
769,A8,A25,1500.0
771,A8,A26,1500.0
772,B3,B25,5.0
773,A8,B25,1495.0
774,B3,B26,5.0
775,A8,B26,1495.0
776,B3,C25,35.0
777,A8,C25,1465.0
778,B3,C26,35.0
779,A8,C26,1465.0
780,B3,D25,117.5
781,A8,D25,1382.5
782,B3,D26,117.5
783,A8,D26,1382.5
784,B3,E25,280.0
785,A8,E25,1220.0
786,B3,E26,280.0
787,A8,E26,1220.0
788,B3,F25,547.5
789,A8,F25,952.5
790,B3,F26,547.5
791,A8,F26,952.5
792,B4,G25,945.0
793,A8,G25,555.0
794,B4,G26,945.0
795,A8,G26,555.0
796,B4,H25,1500.0
798,B4,H26,1500.0
801,A8,I25,1500.0
803,A8,I26,1500.0
804,B4,J25,5.0
805,A8,J25,1495.0
806,B4,J26,5.0
807,A8,J26,1495.0
808,B4,K25,35.0
809,A8,K25,1465.0
810,B4,K26,35.0
811,A8,K26,1465.0
812,B4,L25,117.5
813,A8,L25,1382.5
814,B4,L26,117.5
815,A8,L26,1382.5
816,B4,M25,280.0
817,A8,M25,1220.0
818,B4,M26,280.0
819,A8,M26,1220.0
820,B4,N25,547.5
821,A8,N25,952.5
822,B4,N26,547.5
823,A8,N26,952.5
824,B4,O25,945.0
825,A8,O25,555.0
826,B4,O26,945.0
827,A8,O26,555.0
828,B4,P25,1500.0
830,B4,P26,1500.0
833,A9,A27,1500.0
835,A9,A28,1500.0
836,B4,B27,5.0
837,A9,B27,1495.0
838,B4,B28,5.0
839,A9,B28,1495.0
840,B4,C27,35.0
841,A9,C27,1465.0
842,B4,C28,35.0
843,A9,C28,1465.0
844,B4,D27,117.5
845,A9,D27,1382.5
846,B4,D28,117.5
847,A9,D28,1382.5
848,B4,E27,280.0
849,A9,E27,1220.0
850,B4,E28,280.0
851,A9,E28,1220.0
852,B4,F27,547.5
853,A9,F27,952.5
854,B4,F28,547.5
855,A9,F28,952.5
856,B4,G27,945.0
857,A9,G27,555.0
858,B4,G28,945.0
859,A9,G28,555.0
860,B4,H27,1500.0
862,B4,H28,1500.0
865,A9,I27,1500.0
867,A9,I28,1500.0
868,B4,J27,5.0
869,A9,J27,1495.0
870,B4,J28,5.0
871,A9,J28,1495.0
872,B4,K27,35.0
873,A9,K27,1465.0
874,B4,K28,35.0
875,A9,K28,1465.0
876,B4,L27,117.5
877,A9,L27,1382.5
878,B4,L28,117.5
879,A9,L28,1382.5
880,B4,M27,280.0
881,A9,M27,1220.0
882,B4,M28,280.0
883,A9,M28,1220.0
884,B4,N27,547.5
885,A9,N27,952.5
886,B4,N28,547.5
887,A9,N28,952.5
888,B4,O27,945.0
889,A9,O27,555.0
890,B4,O28,945.0
891,A9,O28,555.0
892,B4,P27,1500.0
894,B4,P28,1500.0
897,A9,A29,1500.0
899,A9,A30,1500.0
900,B4,B29,5.0
901,A9,B29,1495.0
902,B4,B30,5.0
903,A9,B30,1495.0
904,B4,C29,35.0
905,A9,C29,1465.0
906,B4,C30,35.0
907,A9,C30,1465.0
908,B4,D29,117.5
909,A10,D29,1382.5
910,B4,D30,117.5
911,A10,D30,1382.5
912,B4,E29,280.0
913,A10,E29,1220.0
914,B4,E30,280.0
915,A10,E30,1220.0
916,B4,F29,547.5
917,A10,F29,952.5
918,B4,F30,547.5
919,A10,F30,952.5
920,B4,G29,945.0
921,A10,G29,555.0
922,B4,G30,945.0
923,A10,G30,555.0
924,B4,H29,1500.0
926,B4,H30,1500.0
929,A10,I29,1500.0
931,A10,I30,1500.0
932,B4,J29,5.0
933,A10,J29,1495.0
934,B4,J30,5.0
935,A10,J30,1495.0
936,B4,K29,35.0
937,A10,K29,1465.0
938,B4,K30,35.0
939,A10,K30,1465.0
940,B4,L29,117.5
941,A10,L29,1382.5
942,B4,L30,117.5
943,A10,L30,1382.5
944,B4,M29,280.0
945,A10,M29,1220.0
946,B4,M30,280.0
947,A10,M30,1220.0
948,B4,N29,547.5
949,A10,N29,952.5
950,B4,N30,547.5
951,A10,N30,952.5
952,B4,O29,945.0
953,A10,O29,555.0
954,B4,O30,945.0
955,A10,O30,555.0
956,B4,P29,1500.0
958,B4,P30,1500.0
961,A10,A31,1500.0
963,A10,A32,1500.0
964,B4,B31,5.0
965,A10,B31,1495.0
966,B4,B32,5.0
967,A10,B32,1495.0
968,B4,C31,35.0
969,A10,C31,1465.0
970,B4,C32,35.0
971,A10,C32,1465.0
972,B4,D31,117.5
973,A10,D31,1382.5
974,B4,D32,117.5
975,A10,D32,1382.5
976,B4,E31,280.0
977,A10,E31,1220.0
978,B4,E32,280.0
979,A10,E32,1220.0
980,B4,F31,547.5
981,A10,F31,952.5
982,B4,F32,547.5
983,A10,F32,952.5
984,B4,G31,945.0
985,A10,G31,555.0
986,B4,G32,945.0
987,A10,G32,555.0
988,B4,H31,1500.0
990,B4,H32,1500.0
993,A10,I31,1500.0
995,A10,I32,1500.0
996,B4,J31,5.0
997,A10,J31,1495.0
998,B4,J32,5.0
999,A10,J32,1495.0
1000,B4,K31,35.0
1001,A10,K31,1465.0
1002,B4,K32,35.0
1003,A10,K32,1465.0
1004,B4,L31,117.5
1005,A10,L31,1382.5
1006,B4,L32,117.5
1007,A10,L32,1382.5
1008,B4,M31,280.0
1009,A10,M31,1220.0
1010,B4,M32,280.0
1011,A10,M32,1220.0
1012,B4,N31,547.5
1013,A11,N31,952.5
1014,B4,N32,547.5
1015,A11,N32,952.5
1016,B4,O31,945.0
1017,A11,O31,555.0
1018,B4,O32,945.0
1019,A11,O32,555.0
1020,B5,P31,1500.0
1022,B5,P32,1500.0
1025,A11,A33,2000.0
1027,A11,A34,2000.0
1028,B5,B33,5.0
1029,A11,B33,1995.0
1030,B5,B34,5.0
1031,A11,B34,1995.0
1032,B5,C33,47.5
1033,A11,C33,1952.5
1034,B5,C34,47.5
1035,A11,C34,1952.5
1036,B5,D33,157.5
1037,A11,D33,1842.5
1038,B5,D34,157.5
1039,A11,D34,1842.5
1040,B5,E33,372.5
1041,A11,E33,1627.5
1042,B5,E34,372.5
1043,A11,E34,1627.5
1044,B5,F33,730.0
1045,A11,F33,1270.0
1046,B5,F34,730.0
1047,A11,F34,1270.0
1048,B5,G33,1260.0
1049,A11,G33,740.0
1050,B5,G34,1260.0
1051,A11,G34,740.0
1052,B5,H33,2000.0
1054,B5,H34,2000.0
1057,A11,I33,2000.0
1059,A11,I34,2000.0
1060,B5,J33,5.0
1061,A11,J33,1995.0
1062,B5,J34,5.0
1063,A11,J34,1995.0
1064,B5,K33,47.5
1065,A11,K33,1952.5
1066,B5,K34,47.5
1067,A11,K34,1952.5
1068,B5,L33,157.5
1069,A11,L33,1842.5
1070,B5,L34,157.5
1071,A11,L34,1842.5
1072,B5,M33,372.5
1073,A11,M33,1627.5
1074,B5,M34,372.5
1075,A11,M34,1627.5
1076,B5,N33,730.0
1077,A12,N33,1270.0
1078,B5,N34,730.0
1079,A12,N34,1270.0
1080,B5,O33,1260.0
1081,A12,O33,740.0
1082,B5,O34,1260.0
1083,A12,O34,740.0
1084,B5,P33,2000.0
1086,B5,P34,2000.0
1089,A12,A35,2000.0
1091,A12,A36,2000.0
1092,B5,B35,5.0
1093,A12,B35,1995.0
1094,B5,B36,5.0
1095,A12,B36,1995.0
1096,B5,C35,47.5
1097,A12,C35,1952.5
1098,B5,C36,47.5
1099,A12,C36,1952.5
1100,B5,D35,157.5
1101,A12,D35,1842.5
1102,B5,D36,157.5
1103,A12,D36,1842.5
1104,B5,E35,372.5
1105,A12,E35,1627.5
1106,B5,E36,372.5
1107,A12,E36,1627.5
1108,B5,F35,730.0
1109,A12,F35,1270.0
1110,B5,F36,730.0
1111,A12,F36,1270.0
1112,B5,G35,1260.0
1113,A12,G35,740.0
1114,B5,G36,1260.0
1115,A12,G36,740.0
1116,B5,H35,2000.0
1118,B5,H36,2000.0
1121,A12,I35,2000.0
1123,A12,I36,2000.0
1124,B5,J35,5.0
1125,A12,J35,1995.0
1126,B5,J36,5.0
1127,A12,J36,1995.0
1128,B5,K35,47.5
1129,A12,K35,1952.5
1130,B5,K36,47.5
1131,A12,K36,1952.5
1132,B5,L35,157.5
1133,A12,L35,1842.5
1134,B5,L36,157.5
1135,A12,L36,1842.5
1136,B5,M35,372.5
1137,A12,M35,1627.5
1138,B5,M36,372.5
1139,A12,M36,1627.5
1140,B5,N35,730.0
1141,A13,N35,1270.0
1142,B5,N36,730.0
1143,A13,N36,1270.0
1144,B5,O35,1260.0
1145,A13,O35,740.0
1146,B5,O36,1260.0
1147,A13,O36,740.0
1148,B5,P35,2000.0
1150,B5,P36,2000.0
1153,A13,A37,2000.0
1155,A13,A38,2000.0
1156,B6,B37,5.0
1157,A13,B37,1995.0
1158,B6,B38,5.0
1159,A13,B38,1995.0
1160,B6,C37,47.5
1161,A13,C37,1952.5
1162,B6,C38,47.5
1163,A13,C38,1952.5
1164,B6,D37,157.5
1165,A13,D37,1842.5
1166,B6,D38,157.5
1167,A13,D38,1842.5
1168,B6,E37,372.5
1169,A13,E37,1627.5
1170,B6,E38,372.5
1171,A13,E38,1627.5
1172,B6,F37,730.0
1173,A13,F37,1270.0
1174,B6,F38,730.0
1175,A13,F38,1270.0
1176,B6,G37,1260.0
1177,A13,G37,740.0
1178,B6,G38,1260.0
1179,A13,G38,740.0
1180,B6,H37,2000.0
1182,B6,H38,2000.0
1185,A13,I37,2000.0
1187,A13,I38,2000.0
1188,B6,J37,5.0
1189,A13,J37,1995.0
1190,B6,J38,5.0
1191,A13,J38,1995.0
1192,B6,K37,47.5
1193,A13,K37,1952.5
1194,B6,K38,47.5
1195,A13,K38,1952.5
1196,B6,L37,157.5
1197,A13,L37,1842.5
1198,B6,L38,157.5
1199,A13,L38,1842.5
1200,B6,M37,372.5
1201,A13,M37,1627.5
1202,B6,M38,372.5
1203,A13,M38,1627.5
1204,B6,N37,730.0
1205,A14,N37,1270.0
1206,B6,N38,730.0
1207,A14,N38,1270.0
1208,B6,O37,1260.0
1209,A14,O37,740.0
1210,B6,O38,1260.0
1211,A14,O38,740.0
1212,B6,P37,2000.0
1214,B6,P38,2000.0
1217,A14,A39,2000.0
1219,A14,A40,2000.0
1220,B6,B39,5.0
1221,A14,B39,1995.0
1222,B6,B40,5.0
1223,A14,B40,1995.0
1224,B6,C39,47.5
1225,A14,C39,1952.5
1226,B6,C40,47.5
1227,A14,C40,1952.5
1228,B6,D39,157.5
1229,A14,D39,1842.5
1230,B6,D40,157.5
1231,A14,D40,1842.5
1232,B6,E39,372.5
1233,A14,E39,1627.5
1234,B6,E40,372.5
1235,A14,E40,1627.5
1236,B6,F39,730.0
1237,A14,F39,1270.0
1238,B6,F40,730.0
1239,A14,F40,1270.0
1240,B6,G39,1260.0
1241,A14,G39,740.0
1242,B6,G40,1260.0
1243,A14,G40,740.0
1244,B6,H39,2000.0
1246,B6,H40,2000.0
1249,A14,I39,2000.0
1251,A14,I40,2000.0
1252,B6,J39,5.0
1253,A14,J39,1995.0
1254,B6,J40,5.0
1255,A14,J40,1995.0
1256,B6,K39,47.5
1257,A14,K39,1952.5
1258,B6,K40,47.5
1259,A14,K40,1952.5
1260,B6,L39,157.5
1261,A14,L39,1842.5
1262,B6,L40,157.5
1263,A14,L40,1842.5
1264,B6,M39,372.5
1265,A14,M39,1627.5
1266,B6,M40,372.5
1267,A14,M40,1627.5
1268,B6,N39,730.0
1269,A15,N39,1270.0
