10/27/19 03:00:27.937	StartStopPrintService.cpp(1060) 	INFO	Well <B2 -> L3, 227.500 nl> Transfer Complete
10/27/19 03:00:28.547	StartStopPrintService.cpp(1476) 	DEBUG	Well B2 begin: 
	DMSO: 83.3%%
	Measured DMSO: 83.3%%
	TransZ: 18638.270 um
	Fluid Thickness: 2.292 mm
	Current Fluid Thickness: 1.801 mm
	SR: 33.487031 us
	FocusToF: 31.143174 us
	Eject Off: 103 um
	D2A (calculated): 1.645 Vpp
	Drop Volume: 2.5 nL
	Drop Count: 91
	Rep. Rate: 200 Hz
10/27/19 03:00:28.562	StartStopPrintService.cpp(1060) 	INFO	Well <B2 -> L4, 227.500 nl> Transfer Complete
10/27/19 03:00:29.219	StartStopPrintService.cpp(1476) 	DEBUG	Well A2 begin: 
	DMSO: 88.1%%
	Measured DMSO: 88.1%%
	TransZ: 19046.474 um
	Fluid Thickness: 2.340 mm
	Current Fluid Thickness: 2.135 mm
	SR: 33.942380 us
	FocusToF: 31.060430 us
	Eject Off: 204 um
	D2A (calculated): 1.484 Vpp
	Drop Volume: 2.5 nL
	Drop Count: 91
	Rep. Rate: 200 Hz
10/27/19 03:00:29.219	StartStopPrintService.cpp(1060) 	INFO	Well <A2 -> M3, 227.500 nl> Transfer Complete
10/27/19 03:00:34.125	StartStopPrintService.cpp(1060) 	INFO	Well <A2 -> O3, 342.500 nl> Transfer Complete
10/27/19 03:00:35.000	StartStopPrintService.cpp(1060) 	INFO	Well <A2 -> O4, 342.500 nl> Transfer Complete
10/27/19 03:00:35.297	StartStopPrintService.cpp(1060) 	INFO	Well <B2 -> O3, 57.500 nl> Transfer Complete
10/27/19 03:00:35.562	StartStopPrintService.cpp(1060) 	INFO	Well <B2 -> O4, 57.500 nl> Transfer Complete
10/27/19 03:00:36.578	StartStopPrintService.cpp(1060) 	INFO	Well <A2 -> P3, 400.000 nl> Transfer Complete
10/27/19 03:00:37.578	StartStopPrintService.cpp(1060) 	INFO	Well <A2 -> P4, 400.000 nl> Transfer Complete
10/27/19 03:00:39.219	StartStopPrintService.cpp(1060) 	INFO	Well <B2 -> A5, 400.000 nl> Transfer Complete
10/27/19 03:00:40.203	StartStopPrintService.cpp(1060) 	INFO	Well <B2 -> A6, 400.000 nl> Transfer Complete
10/27/19 03:00:40.516	StartStopPrintService.cpp(1060) 	INFO	Well <A2 -> B5, 57.500 nl> Transfer Complete
10/27/19 03:00:40.781	StartStopPrintService.cpp(1060) 	INFO	Well <A2 -> B6, 57.500 nl> Transfer Complete
10/27/19 03:00:41.687	StartStopPrintService.cpp(1060) 	INFO	Well <B2 -> B5, 342.500 nl> Transfer Complete
10/27/19 03:00:42.547	StartStopPrintService.cpp(1060) 	INFO	Well <B2 -> B6, 342.500 nl> Transfer Complete
10/27/19 03:00:42.984	StartStopPrintService.cpp(1060) 	INFO	Well <A2 -> C5, 115.000 nl> Transfer Complete
10/27/19 03:00:43.359	StartStopPrintService.cpp(1060) 	INFO	Well <A2 -> C6, 115.000 nl> Transfer Complete
10/27/19 03:00:44.125	StartStopPrintService.cpp(1060) 	INFO	Well <B2 -> C5, 285.000 nl> Transfer Complete
10/27/19 03:00:44.859	StartStopPrintService.cpp(1060) 	INFO	Well <B2 -> C6, 285.000 nl> Transfer Complete
