,Degree Shift,Kd,Noise,Percent Triton,R_sq,Vmax,Vol,[Protein]
0,0.05389270766313203,35.181251525878906,0.0024777091664673558,0,0.9862945675849915,0.04888948053121567,20,7.58
1,0.14181624155936168,26.64844512939453,0.0028676169701817617,0,0.9881717562675476,0.04262160882353783,20,7.58
2,0.6873846704829784,40.67116928100586,0.002400575636507874,0,0.9849334955215454,0.04652046039700508,20,7.58
3,0.3782256606929285,32.401878356933594,0.0016640466212592654,0,0.9863720536231995,0.04486658796668053,20,7.58
4,0.09533015364541514,36.731842041015625,0.0040285775918111645,0,0.9858905076980591,0.04803260788321495,20,7.58
5,0.04118255401839499,28.304813385009766,0.0007799772264335128,0,0.9878346920013428,0.043561067432165146,20,7.58
6,1.1461470222346442,44.052696228027344,0.00477306692450057,0,0.9839358925819397,0.06184074282646179,20,15.161
7,0.9885247646706825,38.04273223876953,0.0064259277635636105,0,0.9852021932601929,0.058882273733615875,20,15.161
8,0.7257136736363479,47.100772857666016,0.004663732923064757,0,0.983296275138855,0.0651131272315979,20,15.161
9,6.796467485407317,29.174291610717773,0.007526270622789365,0,0.9863197207450867,0.05449804663658142,20,15.161
10,0.6064330260793536,48.305755615234375,0.0024761390285166192,0,0.9828203916549683,0.06512082368135452,20,15.161
11,0.4067403588458255,31.93975257873535,0.0005521746663838777,0,0.9865919351577759,0.061576832085847855,20,15.161
12,37.37333215142433,33.85990524291992,0.008629244496227725,0,0.9848368167877197,0.07164045423269272,40,7.58
13,53.10547320512011,30.294700622558594,0.008276581672800964,0,0.98681640625,0.08260617405176163,40,7.58
14,0.42535982427304,39.0689811706543,0.007535390974235168,0,0.9852885603904724,0.09986183047294617,40,7.58
15,0.8225819242276107,36.52493667602539,0.011297782485927273,0,0.985626220703125,0.09026039391756058,40,7.58
16,0.16942613393368133,37.749488830566406,0.002936026341261602,0,0.9856740832328796,0.10000775754451752,40,7.58
17,0.8409883093906875,35.81598663330078,0.011928959392978493,0,0.9859558939933777,0.0947614386677742,40,7.58
18,0.7033995383663079,46.2527961730957,0.0039649966677157596,0,0.9834458827972412,0.13827097415924072,40,15.161
19,1.4227696103610235,37.669593811035156,0.019740391577789364,0,0.985561728477478,0.11507648974657059,40,15.161
20,0.15723863452815023,46.16807556152344,0.0027591995584551193,0,0.983417272567749,0.14102651178836823,40,15.161
21,0.9062012316510425,41.108604431152344,0.010949194116722856,0,0.9847187995910645,0.12918677926063538,40,15.161
22,0.2986335116632852,45.116188049316406,0.0019269649307097948,0,0.9837157130241394,0.13920070230960846,40,15.161
23,1.364911884548375,39.39405822753906,0.010266680311951534,0,0.9852318167686462,0.12542760372161865,40,15.161
24,0.04091203668401158,64.95684814453125,0.00651160543222903,1,0.9753039479255676,0.04646945744752884,20,8.781889
25,19.47769682318223,57.979454040527344,0.001941434103039439,1,0.9778584241867065,0.032104089856147766,20,8.781889
26,0.07421868896601891,64.04359436035156,0.0019277648374878163,1,0.9758108258247375,0.042776111513376236,20,8.781889
27,0.5453501895589221,50.30080795288086,0.001922634331495836,1,0.9806442856788635,0.03348391130566597,20,8.781889
28,0.15155352392868038,66.82434844970703,0.002074643001603296,1,0.9744959473609924,0.040538232773542404,20,8.781889
29,1.3411938229138887,55.5493049621582,0.0034399623624230273,1,0.9782836437225342,0.036559540778398514,20,8.781889
30,4.154818132575449,87.50575256347656,0.012626839851429126,1,0.9615552425384521,0.11733585596084595,20,16.051088
31,2.144765855729878,62.30194854736328,0.010350495485908873,1,0.9746101498603821,0.07563654333353043,20,16.051088
32,1.0476599152609387,78.68934631347656,0.0068458764529756135,1,0.9675354957580566,0.10707215964794159,20,16.051088
33,105.64611360607844,53.223331451416016,0.009547818091422286,1,0.975925087928772,0.0808182954788208,20,16.051088
34,1.2382409570099182,75.65813446044922,0.00793474851726759,1,0.9693332314491272,0.11170091480016708,20,16.051088
35,47.60050823207449,52.88911819458008,0.01445872215300141,1,0.9767118096351624,0.06688010692596436,20,16.051088
36,0.09003757434999471,55.56825637817383,0.0035564815973874895,1,0.9795886278152466,0.05030885338783264,40,8.781889
37,1.098150507353345,43.55767822265625,0.008495110596413606,1,0.9829360842704773,0.047177933156490326,40,8.781889
38,0.24477354645065652,56.5852165222168,0.003316530635755405,1,0.9792405962944031,0.04893192648887634,40,8.781889
39,1.9570365343118497,51.2962532043457,0.009354130812265545,1,0.9803934693336487,0.045645520091056824,40,8.781889
40,0.12193816278459385,55.39957809448242,0.005669587342184229,1,0.9794586300849915,0.05241115391254425,40,8.781889
41,9.66748490298205,50.45956802368164,0.006496820767834206,1,0.9808726906776428,0.04322896525263786,40,8.781889
42,0.332497961770144,65.21882629394531,0.003615735052254005,1,0.9749487042427063,0.13354673981666565,40,16.051088
43,5.603913513290704,43.55928039550781,0.011826795009255374,1,0.98117595911026,0.09958860278129578,40,16.051088
44,0.45313362042389116,67.2065658569336,0.0029567657593758978,1,0.9742627143859863,0.13539598882198334,40,16.051088
45,9.18121127793105,43.670204162597656,0.013744438972407074,1,0.981205940246582,0.10248143970966339,40,16.051088
46,0.16269685333226525,67.81410217285156,0.0023143808493543885,1,0.9739106893539429,0.13424235582351685,40,16.051088
47,5.28454910588555,42.910037994384766,0.014444991482943382,1,0.9812552332878113,0.10150248557329178,40,16.051088
